SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE_x,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT_x,AMT_ANNUITY_x,AMT_GOODS_PRICE_x,NAME_TYPE_SUITE_x,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OCCUPATION_TYPE,CNT_FAM_MEMBERS,ORGANIZATION_TYPE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,SK_ID_PREV,NAME_CONTRACT_TYPE_y,AMT_ANNUITY_y,AMT_APPLICATION,AMT_CREDIT_y,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE_y,RATE_DOWN_PAYMENT,RATE_INTEREST_PRIMARY,RATE_INTEREST_PRIVILEGED,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_TYPE_SUITE_y,NAME_CLIENT_TYPE,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION,DAYS_FIRST_DRAWING,DAYS_FIRST_DUE,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL
123875,0,Cash loans,M,Y,N,0,180000.0,630000.0,24543.0,630000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,0.01452,19109,2075,4578,2648,Drivers,1.0,Self-employed,1.0,1.0,1.0,1.0,315.0,0.0,0.0,0.0,1.0,1.0,2.0,2754392,Cash loans,11250.0,0.0,0.0,,11232.0,,,,XNA,Canceled,91,XNA,XAP,,Repeater,XNA,XNA,Credit and cash offices,-1,XNA,16.0,XNA,Cash,,,,,,
123890,0,Cash loans,F,N,Y,0,67500.0,675000.0,22437.0,675000.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.008068,23565,365243,10830,4832,Laborers,2.0,XNA,0.0,0.0,0.0,0.0,1158.0,0.0,0.0,0.0,1.0,1.0,2.0,2732921,Revolving loans,2250.0,45000.0,45000.0,,45000.0,,,,XAP,Approved,72,XNA,XAP,Unaccompanied,Repeater,Cards,x-sell,AP+ (Cash loan),4,XNA,0.0,XNA,Card X-Sell,-72.0,-26.0,365243.0,365243.0,365243.0,0.0
123892,0,Cash loans,F,Y,Y,2,90000.0,1035072.0,30393.0,864000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.019101,14865,1857,516,4897,Laborers,4.0,Business Entity Type 3,0.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,1.0,1666683,Consumer loans,6919.56,60210.0,67365.0,0.0,60210.0,0.0,,,XAP,Approved,71,XNA,XAP,"Spouse, partner",Repeater,POS,XNA,Stone,70,Consumer electronics,12.0,middle,POS household with interest,365243.0,-38.0,292.0,365243.0,365243.0,0.0
123895,0,Cash loans,F,Y,N,0,391500.0,1042560.0,34587.0,900000.0,Unaccompanied,Commercial associate,Higher education,Civil marriage,House / apartment,0.04622,19779,1780,6992,3128,Sales staff,2.0,Advertising,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1110773,Cash loans,26602.74,225000.0,239850.0,,225000.0,,,,XNA,Approved,851,Cash through the bank,XAP,Unaccompanied,Repeater,Cash,x-sell,Credit and cash offices,0,XNA,12.0,high,Cash X-Sell: high,365243.0,-821.0,-491.0,-641.0,-633.0,1.0
123899,0,Cash loans,F,N,Y,2,216000.0,469152.0,17514.0,405000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.006008,10652,2450,1421,1151,Accountants,4.0,Bank,1.0,0.0,1.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,1.0,2808402,Cash loans,11250.0,0.0,0.0,,11232.0,,,,XNA,Canceled,18,XNA,XAP,,Repeater,XNA,XNA,Credit and cash offices,-1,XNA,16.0,XNA,Cash,,,,,,
123908,0,Cash loans,M,N,Y,0,360000.0,848745.0,40963.5,675000.0,Unaccompanied,State servant,Incomplete higher,Married,House / apartment,0.001276,10206,1005,5027,2766,Laborers,2.0,Other,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2421559,Revolving loans,11250.0,0.0,225000.0,,11232.0,,,,XAP,Approved,922,XNA,XAP,,Repeater,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,,,,,,
123916,0,Cash loans,F,N,Y,0,112500.0,753840.0,22171.5,540000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.019101,23491,365243,9934,4024,Laborers,1.0,XNA,1.0,0.0,1.0,0.0,1318.0,0.0,0.0,0.0,0.0,0.0,1.0,2026911,Cash loans,16600.455,360000.0,426528.0,,360000.0,,,,XNA,Approved,296,Cash through the bank,XAP,,Repeater,Cash,x-sell,Credit and cash offices,-1,XNA,48.0,middle,Cash X-Sell: middle,365243.0,-266.0,1144.0,-206.0,-199.0,1.0
123932,0,Cash loans,M,N,N,1,135000.0,450000.0,20979.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.022625,17523,59,896,1078,Security staff,3.0,Business Entity Type 3,0.0,0.0,0.0,0.0,462.0,0.0,0.0,0.0,0.0,0.0,1.0,2719321,Cash loans,16880.31,225000.0,322389.0,,225000.0,,,,Repairs,Refused,242,Cash through the bank,SCO,Unaccompanied,Repeater,Cash,walk-in,AP+ (Cash loan),10,XNA,36.0,middle,Cash Street: middle,,,,,,
123934,0,Cash loans,F,N,N,2,189000.0,1350000.0,39474.0,1350000.0,Unaccompanied,Working,Secondary / secondary special,Married,With parents,0.003122,9906,1522,1238,2567,Core staff,4.0,Trade: type 3,1.0,0.0,1.0,0.0,939.0,0.0,0.0,0.0,1.0,0.0,0.0,2768408,Consumer loans,13537.26,72867.6,76711.5,3.6,72867.6,5.11e-05,,,XAP,Approved,481,Cash through the bank,XAP,,Repeater,POS,XNA,Country-wide,1200,Furniture,6.0,low_normal,POS industry with interest,365243.0,-450.0,-300.0,-360.0,-351.0,0.0
123939,0,Cash loans,M,Y,N,0,180000.0,254700.0,24192.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.032561,22840,3965,2624,4482,Drivers,1.0,Medicine,0.0,0.0,0.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,1.0,1876882,Consumer loans,14165.415,124717.5,124717.5,0.0,124717.5,0.0,,,XAP,Approved,192,Cash through the bank,XAP,,Refreshed,POS,XNA,Country-wide,25,Connectivity,10.0,low_normal,POS mobile without interest,365243.0,-154.0,116.0,365243.0,365243.0,0.0
123951,0,Cash loans,M,N,Y,0,141750.0,1133748.0,33277.5,990000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.020246,21138,4530,1283,4332,Low-skill Laborers,1.0,Business Entity Type 3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2784652,Consumer loans,2802.735,24327.0,24016.5,2475.0,24327.0,0.101749618,,,XAP,Approved,2354,Cash through the bank,XAP,Children,Repeater,POS,XNA,Stone,13,Construction,12.0,high,POS industry with interest,365243.0,-2321.0,-1991.0,-1991.0,-1978.0,1.0
123991,0,Cash loans,F,Y,Y,0,382500.0,450000.0,43839.0,450000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.018801,12405,2212,4398,4481,Laborers,2.0,Housing,0.0,0.0,0.0,0.0,1963.0,0.0,0.0,0.0,0.0,1.0,1.0,1847008,Consumer loans,47567.52,432432.0,432432.0,0.0,432432.0,0.0,,,XAP,Approved,1501,Cash through the bank,XAP,Family,Repeater,POS,XNA,Country-wide,2000,Consumer electronics,10.0,low_normal,POS household with interest,365243.0,-1469.0,-1199.0,-1199.0,-1193.0,0.0
124010,0,Cash loans,F,Y,N,1,67500.0,299772.0,17338.5,247500.0,Family,State servant,Secondary / secondary special,Married,House / apartment,0.018209,11418,1395,1583,2473,Core staff,3.0,Postal,1.0,1.0,1.0,1.0,1680.0,0.0,0.0,0.0,1.0,0.0,2.0,1722848,Consumer loans,5801.67,31612.5,28453.5,4500.0,31612.5,0.148721959,,,XAP,Approved,1680,Cash through the bank,XAP,Unaccompanied,New,POS,XNA,Stone,35,Connectivity,6.0,high,POS mobile with interest,365243.0,-1620.0,-1470.0,-1530.0,-1522.0,0.0
124021,0,Cash loans,M,Y,N,0,99000.0,254700.0,16713.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.019101,13296,349,767,4046,Laborers,2.0,Business Entity Type 3,2.0,1.0,2.0,0.0,322.0,0.0,0.0,0.0,0.0,2.0,2.0,1527776,Cash loans,16576.785,225000.0,314100.0,,225000.0,,,,XNA,Refused,64,Cash through the bank,HC,"Spouse, partner",Repeater,Cash,x-sell,Credit and cash offices,-1,XNA,36.0,middle,Cash X-Sell: middle,,,,,,
124031,0,Cash loans,M,Y,Y,1,225000.0,1024780.5,52452.0,841500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.007274,10545,1685,5009,2687,Laborers,3.0,Other,6.0,0.0,6.0,0.0,126.0,0.0,0.0,0.0,0.0,1.0,2.0,1670630,Consumer loans,7954.965,70353.0,78480.0,0.0,70353.0,0.0,,,XAP,Approved,1839,Cash through the bank,XAP,Family,Repeater,POS,XNA,Country-wide,1378,Consumer electronics,14.0,high,POS household with interest,365243.0,-1808.0,-1418.0,-1418.0,-1414.0,0.0
124032,0,Cash loans,M,N,Y,0,225000.0,521568.0,19791.0,360000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.020713,12540,1897,6485,4402,Laborers,2.0,Business Entity Type 3,0.0,0.0,0.0,0.0,1020.0,0.0,0.0,0.0,0.0,0.0,1.0,1704736,Cash loans,32681.25,225000.0,275373.0,,225000.0,,,,Repairs,Refused,871,Cash through the bank,LIMIT,Unaccompanied,Repeater,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high,,,,,,
124049,0,Cash loans,F,N,Y,2,360000.0,473760.0,50269.5,450000.0,Unaccompanied,Working,Higher education,Married,With parents,0.035792,13058,3571,4977,1230,Core staff,4.0,Police,4.0,0.0,4.0,0.0,1614.0,0.0,0.0,0.0,1.0,0.0,6.0,1705221,Consumer loans,11015.235,89730.0,80757.0,8973.0,89730.0,0.108909091,,,XAP,Refused,2012,Cash through the bank,LIMIT,,Repeater,POS,XNA,Country-wide,32,Connectivity,10.0,high,POS mobile with interest,,,,,,
124059,0,Cash loans,F,N,N,0,135000.0,265306.5,27315.0,252000.0,Unaccompanied,Pensioner,Secondary / secondary special,Separated,Municipal apartment,0.011657,23752,365243,12677,4416,Laborers,1.0,XNA,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2342271,Consumer loans,2889.18,14395.5,14395.5,0.0,14395.5,0.0,,,XAP,Approved,2841,Cash through the bank,XAP,Unaccompanied,New,POS,XNA,Country-wide,20,Connectivity,6.0,high,POS mobile with interest,365243.0,-2809.0,-2659.0,-2659.0,-2650.0,0.0
124060,1,Cash loans,M,Y,Y,1,225000.0,400500.0,19476.0,400500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.006305,11159,689,4599,2136,Laborers,2.0,Business Entity Type 3,1.0,0.0,1.0,0.0,568.0,0.0,0.0,0.0,1.0,0.0,4.0,1097886,Cash loans,11250.0,0.0,0.0,,11232.0,,,,XNA,Refused,315,XNA,HC,,Repeater,XNA,XNA,Credit and cash offices,-1,XNA,16.0,XNA,Cash,,,,,,
124066,0,Cash loans,F,Y,Y,0,135000.0,263686.5,17752.5,238500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.010556,19867,1084,1787,1007,Laborers,2.0,Business Entity Type 2,0.0,0.0,0.0,0.0,267.0,0.0,0.0,0.0,0.0,0.0,2.0,2569902,Consumer loans,12209.22,130860.0,130860.0,0.0,130860.0,0.0,,,XAP,Approved,1256,Cash through the bank,XAP,Family,New,POS,XNA,Stone,15,Furniture,12.0,low_normal,POS industry with interest,365243.0,-1224.0,-894.0,-894.0,-880.0,0.0
124083,0,Cash loans,F,N,Y,1,225000.0,544491.0,17694.0,454500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018634,16115,5309,3418,4672,Cooking staff,3.0,School,0.0,0.0,0.0,0.0,510.0,0.0,0.0,0.0,0.0,0.0,9.0,1875989,Cash loans,19172.655,180000.0,191880.0,,180000.0,,,,XNA,Refused,527,Cash through the bank,HC,,Repeater,Cash,x-sell,Country-wide,51,Connectivity,12.0,middle,Cash X-Sell: middle,,,,,,
124094,0,Cash loans,F,Y,Y,2,180000.0,900000.0,57649.5,900000.0,Unaccompanied,Commercial associate,Higher education,Civil marriage,House / apartment,0.072508,12844,507,6784,2774,Accountants,4.0,Construction,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1932458,Revolving loans,9000.0,0.0,180000.0,,11232.0,,,,XAP,Approved,2829,XNA,XAP,,Repeater,Cards,x-sell,Country-wide,2456,Consumer electronics,0.0,XNA,Card Street,-2826.0,-2792.0,365243.0,-2152.0,365243.0,0.0
124107,0,Cash loans,F,Y,Y,0,72000.0,382500.0,19530.0,382500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.015221,11404,566,3679,3826,Core staff,2.0,Medicine,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2316151,Revolving loans,9000.0,0.0,180000.0,,11232.0,,,,XAP,Approved,2402,XNA,XAP,,Repeater,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,-2397.0,-2362.0,365243.0,-870.0,365243.0,0.0
124112,0,Cash loans,F,N,N,0,135000.0,536917.5,27544.5,463500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.04622,21363,365243,10155,4631,Laborers,2.0,XNA,0.0,0.0,0.0,0.0,932.0,0.0,0.0,0.0,0.0,0.0,4.0,1547120,Cash loans,11250.0,0.0,0.0,,11232.0,,,,XNA,Refused,440,XNA,HC,,Repeater,XNA,XNA,Credit and cash offices,-1,XNA,16.0,XNA,Cash,,,,,,
124112,0,Cash loans,F,N,N,0,135000.0,536917.5,27544.5,463500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.04622,21363,365243,10155,4631,Laborers,2.0,XNA,0.0,0.0,0.0,0.0,932.0,0.0,0.0,0.0,0.0,0.0,4.0,1516665,Cash loans,8806.455,45000.0,46485.0,,45000.0,,,,XNA,Approved,889,Cash through the bank,XAP,Unaccompanied,Repeater,Cash,x-sell,Credit and cash offices,-1,XNA,6.0,middle,Cash X-Sell: middle,365243.0,-859.0,-709.0,-709.0,-702.0,1.0
124114,0,Cash loans,F,Y,Y,1,180000.0,514777.5,37588.5,477000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.020713,13010,914,5657,3484,Laborers,3.0,Business Entity Type 3,2.0,0.0,2.0,0.0,382.0,0.0,0.0,0.0,0.0,0.0,2.0,1294227,Consumer loans,5542.47,40585.5,44163.0,4500.0,40585.5,0.100711199,,,XAP,Approved,1858,Cash through the bank,XAP,Family,Repeater,POS,XNA,Country-wide,2600,Consumer electronics,10.0,high,POS household with interest,365243.0,-1827.0,-1557.0,-1557.0,-1550.0,0.0
124159,0,Cash loans,F,Y,Y,0,202500.0,1499638.5,43978.5,1309500.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.018029,19224,365243,4930,2758,Laborers,1.0,XNA,3.0,0.0,3.0,0.0,1979.0,0.0,0.0,0.0,0.0,0.0,1.0,2373973,Consumer loans,6913.575,58495.5,61074.0,2925.0,58495.5,0.049775636,,,XAP,Approved,1979,Cash through the bank,XAP,Unaccompanied,New,POS,XNA,Country-wide,1488,Consumer electronics,12.0,high,POS household with interest,365243.0,-1948.0,-1618.0,-1618.0,-1613.0,0.0
124165,0,Cash loans,M,N,Y,0,270000.0,1611351.0,56137.5,1471500.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.072508,20244,365243,10594,3626,Laborers,2.0,XNA,0.0,0.0,0.0,0.0,2120.0,0.0,0.0,0.0,1.0,0.0,3.0,1088426,Cash loans,35948.295,675000.0,744498.0,,675000.0,,,,Payments on other loans,Approved,763,Cash through the bank,XAP,,Repeater,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,middle,Cash Street: middle,365243.0,-733.0,317.0,365243.0,365243.0,1.0
124166,0,Cash loans,M,Y,Y,1,225000.0,539100.0,29245.5,450000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.020246,13894,2206,3245,4725,Laborers,3.0,Transport: type 4,6.0,3.0,5.0,2.0,2952.0,0.0,0.0,0.0,0.0,0.0,1.0,1718236,Consumer loans,5570.775,48555.0,48024.0,4855.5,48555.0,0.100002476,,,XAP,Approved,2352,Cash through the bank,XAP,Unaccompanied,Repeater,POS,XNA,Country-wide,40,Connectivity,12.0,high,POS mobile with interest,365243.0,-2321.0,-1991.0,-2201.0,-2199.0,0.0
124170,0,Cash loans,M,Y,Y,0,315000.0,225000.0,17775.0,225000.0,Unaccompanied,Working,Higher education,Married,Co-op apartment,0.009549,20884,3245,8716,3001,Laborers,2.0,Business Entity Type 3,0.0,0.0,0.0,0.0,2628.0,0.0,0.0,0.0,0.0,0.0,0.0,1168943,Consumer loans,13976.73,88789.5,74542.5,17761.5,88789.5,0.209567171,,,XAP,Approved,2628,Cash through the bank,XAP,Unaccompanied,New,POS,XNA,Country-wide,134,Consumer electronics,6.0,middle,POS household without interest,365243.0,-2597.0,-2447.0,-2447.0,-2439.0,1.0
124214,0,Cash loans,F,N,Y,0,360000.0,1255680.0,41499.0,1125000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.04622,16383,150,5159,4475,Sales staff,2.0,Business Entity Type 3,0.0,0.0,0.0,0.0,1548.0,1.0,1.0,0.0,0.0,0.0,1.0,2715094,Consumer loans,7649.055,160965.0,144868.5,16096.5,160965.0,0.108909091,,,XAP,Approved,1331,Cash through the bank,XAP,,Repeater,POS,XNA,Country-wide,212,Consumer electronics,24.0,low_normal,POS mobile with interest,365243.0,-1274.0,-584.0,-584.0,-578.0,0.0
124218,1,Cash loans,F,N,N,0,157500.0,509400.0,34173.0,450000.0,Unaccompanied,Pensioner,Higher education,Civil marriage,House / apartment,0.010032,20139,365243,8872,3696,Laborers,2.0,XNA,3.0,0.0,3.0,0.0,1722.0,0.0,0.0,0.0,0.0,0.0,8.0,1939257,Cash loans,11250.0,0.0,0.0,,11232.0,,,,XNA,Canceled,418,XNA,XAP,,Repeater,XNA,XNA,Credit and cash offices,-1,XNA,16.0,XNA,Cash,,,,,,
124224,0,Cash loans,F,N,Y,0,67500.0,66384.0,3523.5,45000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.01885,21057,365243,6777,4547,Laborers,2.0,XNA,0.0,0.0,0.0,0.0,2075.0,0.0,0.0,0.0,0.0,0.0,1.0,1769081,Cash loans,8544.96,72000.0,72000.0,,72000.0,,,,XNA,Approved,1120,Cash through the bank,XAP,Family,Repeater,Cash,walk-in,Stone,180,Consumer electronics,12.0,high,Cash Street: high,365243.0,-1090.0,-760.0,-940.0,-914.0,0.0
124244,1,Cash loans,F,N,Y,0,103500.0,1078200.0,31653.0,900000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.015221,17701,365243,3690,1243,Laborers,2.0,XNA,0.0,0.0,0.0,0.0,1015.0,0.0,0.0,0.0,0.0,0.0,2.0,2188294,Cash loans,11250.0,0.0,0.0,,11232.0,,,,XNA,Canceled,297,XNA,XAP,,Repeater,XNA,XNA,AP+ (Cash loan),4,XNA,16.0,XNA,Cash,,,,,,
124252,0,Revolving loans,F,N,Y,0,112500.0,225000.0,11250.0,225000.0,"Spouse, partner",Working,Secondary / secondary special,Single / not married,House / apartment,0.035792,18059,468,5562,1598,Sales staff,1.0,Trade: type 7,0.0,0.0,0.0,0.0,1095.0,0.0,0.0,0.0,0.0,0.0,1.0,2696012,Consumer loans,11250.0,57375.0,57375.0,0.0,57375.0,0.0,,,XAP,Refused,2010,Cash through the bank,LIMIT,Children,Refreshed,XNA,XNA,Stone,100,Consumer electronics,16.0,XNA,POS household with interest,,,,,,
124292,0,Cash loans,F,N,N,0,135000.0,180000.0,14350.5,180000.0,Unaccompanied,Working,Secondary / secondary special,Separated,Rented apartment,0.008625,13835,1445,1128,1110,Sales staff,1.0,Self-employed,0.0,0.0,0.0,0.0,323.0,0.0,0.0,0.0,0.0,0.0,9.0,1980468,Cash loans,22037.76,684000.0,801373.5,,684000.0,,,,XNA,Refused,323,Cash through the bank,LIMIT,Family,Repeater,Cash,x-sell,Credit and cash offices,-1,XNA,60.0,low_normal,Cash X-Sell: low,,,,,,
124292,0,Cash loans,F,N,N,0,135000.0,180000.0,14350.5,180000.0,Unaccompanied,Working,Secondary / secondary special,Separated,Rented apartment,0.008625,13835,1445,1128,1110,Sales staff,1.0,Self-employed,0.0,0.0,0.0,0.0,323.0,0.0,0.0,0.0,0.0,0.0,9.0,1618701,Revolving loans,6750.0,135000.0,135000.0,,135000.0,,,,XAP,Approved,252,XNA,XAP,Unaccompanied,Repeater,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,365243.0,365243.0,365243.0,365243.0,-122.0,0.0
124298,0,Cash loans,F,N,Y,0,112500.0,495351.0,27787.5,459000.0,Family,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.031329,12752,131,1316,4827,Sales staff,1.0,Industry: type 3,0.0,0.0,0.0,0.0,1535.0,0.0,0.0,0.0,0.0,0.0,3.0,1315935,Cash loans,5497.875,45000.0,51048.0,,45000.0,,,,XNA,Approved,907,Cash through the bank,XAP,Unaccompanied,Repeater,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,middle,Cash X-Sell: middle,365243.0,-877.0,-547.0,-547.0,-541.0,1.0
124326,0,Cash loans,F,N,Y,0,225000.0,552555.0,43785.0,477000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.014464,10212,489,954,2892,Managers,1.0,Trade: type 7,2.0,2.0,2.0,1.0,649.0,0.0,0.0,0.0,0.0,0.0,1.0,2069634,Consumer loans,4450.95,40455.0,45261.0,0.0,40455.0,0.0,,,XAP,Approved,460,XNA,XAP,,Repeater,POS,XNA,Regional / Local,150,Consumer electronics,12.0,middle,POS household with interest,365243.0,-429.0,-99.0,-129.0,-123.0,0.0
124326,0,Cash loans,F,N,Y,0,225000.0,552555.0,43785.0,477000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.014464,10212,489,954,2892,Managers,1.0,Trade: type 7,2.0,2.0,2.0,1.0,649.0,0.0,0.0,0.0,0.0,0.0,1.0,1662024,Revolving loans,2250.0,45000.0,45000.0,,45000.0,,,,XAP,Refused,460,XNA,HC,,Repeater,Cards,walk-in,Regional / Local,150,Consumer electronics,0.0,XNA,Card Street,,,,,,
124330,0,Revolving loans,F,N,Y,0,81000.0,135000.0,6750.0,135000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.025164,19879,4418,4407,3421,Laborers,1.0,Self-employed,3.0,1.0,3.0,0.0,224.0,0.0,0.0,0.0,0.0,0.0,1.0,1649440,Consumer loans,5569.11,49981.5,55260.0,0.0,49981.5,0.0,,,XAP,Approved,224,Cash through the bank,XAP,Unaccompanied,Refreshed,POS,XNA,Regional / Local,569,Consumer electronics,12.0,middle,POS household with interest,365243.0,-193.0,137.0,-163.0,-156.0,0.0
124349,0,Cash loans,F,N,Y,0,202500.0,904500.0,38452.5,904500.0,Family,Pensioner,Higher education,Single / not married,House / apartment,0.005002,18540,365243,4545,2091,Laborers,1.0,XNA,2.0,0.0,2.0,0.0,405.0,0.0,0.0,0.0,0.0,0.0,5.0,2745294,Revolving loans,7875.0,0.0,157500.0,,11232.0,,,,XAP,Approved,2818,XNA,XAP,,Repeater,Cards,x-sell,Stone,113,Consumer electronics,0.0,XNA,Card Street,-2813.0,-2759.0,365243.0,-325.0,-123.0,0.0
124352,1,Cash loans,M,Y,N,1,67500.0,206280.0,7906.5,135000.0,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,0.010643,18672,2037,6784,2213,Security staff,3.0,Other,3.0,0.0,3.0,0.0,1891.0,0.0,0.0,0.0,1.0,0.0,4.0,2585222,Consumer loans,9065.565,46125.0,48559.5,0.0,46125.0,0.0,,,XAP,Approved,955,Cash through the bank,XAP,Unaccompanied,Repeater,POS,XNA,Stone,265,Consumer electronics,6.0,middle,POS household with interest,365243.0,-924.0,-774.0,-804.0,-794.0,0.0
124357,0,Cash loans,F,N,N,0,112500.0,215640.0,11290.5,180000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.006233,9387,2300,3916,2022,Sales staff,1.0,Self-employed,3.0,0.0,2.0,0.0,1461.0,0.0,0.0,0.0,0.0,0.0,1.0,2585610,Cash loans,14500.035,180000.0,234873.0,,180000.0,,,,Repairs,Approved,1460,Cash through the bank,XAP,Unaccompanied,Repeater,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,middle,Cash Street: middle,,,,,,
124373,0,Cash loans,M,N,Y,0,180000.0,808650.0,26217.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.025164,16138,5261,7195,4095,Laborers,1.0,Business Entity Type 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2116604,Consumer loans,1773.9,13500.0,13500.0,0.0,13500.0,0.0,,,XAP,Approved,2301,Cash through the bank,XAP,Unaccompanied,Repeater,POS,XNA,Stone,90,Consumer electronics,10.0,high,POS household with interest,365243.0,-2257.0,-1987.0,-2047.0,-2045.0,0.0
124382,0,Cash loans,M,Y,Y,1,202500.0,669600.0,26685.0,598500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.010276,16027,2580,8713,4575,Security staff,3.0,Security,0.0,0.0,0.0,0.0,1551.0,0.0,0.0,0.0,0.0,0.0,4.0,2121520,Cash loans,11250.0,0.0,0.0,,11232.0,,,,XNA,Canceled,180,XNA,XAP,,Repeater,XNA,XNA,Credit and cash offices,-1,XNA,16.0,XNA,Cash,,,,,,
124382,0,Cash loans,M,Y,Y,1,202500.0,669600.0,26685.0,598500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.010276,16027,2580,8713,4575,Security staff,3.0,Security,0.0,0.0,0.0,0.0,1551.0,0.0,0.0,0.0,0.0,0.0,4.0,2589916,Cash loans,11250.0,0.0,0.0,,11232.0,,,,XNA,Canceled,132,XNA,XAP,,Repeater,XNA,XNA,Credit and cash offices,-1,XNA,16.0,XNA,Cash,,,,,,
